Semana,Id,Castellano,Italiano,También se acepta,OK (sí/no),Corrección,Comentario
11,bank:468,Me fui de la reunión antes del final.,Sono andato via dalla riunione prima della fine.,Sono andata via dalla riunione prima della fine. | Me ne sono andato dalla riunione prima della fine.,,,
11,bank:469,El libro que me recomendaste es excelente.,Il libro che mi hai consigliato è ottimo.,Il libro che mi hai consigliato è eccellente.,,,
11,bank:474,Lo que me dijiste es verdad.,Quello che mi hai detto è vero.,Ciò che mi hai detto è vero.,,,
11,bank:476,La novela fue escrita por Italo Svevo.,Il romanzo è stato scritto da Italo Svevo.,Il romanzo fu scritto da Italo Svevo.,,,
11,bank:477,El puente fue construido en el siglo XVI.,Il ponte è stato costruito nel XVI secolo.,Il ponte è stato costruito nel Cinquecento. | Il ponte fu costruito nel XVI secolo.,,,
11,bank:478,La ciudad fue fundada por los romanos.,La città è stata fondata dai romani.,La città fu fondata dai Romani.,,,
11,bank:486,"Caminando por Roma, encontré una librería antigua.","Passeggiando per Roma, ho trovato una vecchia libreria.","Camminando per Roma, ho trovato una vecchia libreria. | Passeggiando per Roma, ho trovato una libreria antica.",,,
11,bank:502,Viví diez años en Madrid.,Ho vissuto dieci anni a Madrid.,Ho vissuto a Madrid per dieci anni. | Sono vissuto dieci anni a Madrid.,,,
11,bank:503,El año pasado fui tres veces a Italia.,L'anno scorso sono andato in Italia tre volte.,L'anno scorso sono andata in Italia tre volte.,,,
11,bank:505,Me enteré de la noticia por la radio.,Ho saputo la notizia dalla radio.,Ho sentito la notizia alla radio.,,,
11,bank:534,"Sin embargo, el proyecto siguió adelante.","Tuttavia, il progetto è andato avanti.","Comunque, il progetto è andato avanti.",,,
11,bank:538,"Mientras tanto, preparé la cena.",Nel frattempo ho preparato la cena.,Intanto ho preparato la cena.,,,
11,bank:551,El otro día me crucé con tu ex.,L'altro giorno ho incontrato il tuo ex.,L'altro giorno ho incontrato la tua ex.,,,
11,bank:552,Estudié Letras en la UBA.,Ho studiato Lettere all'UBA.,Ho fatto Lettere all'UBA.,,,
11,bank:560,La reunión se pasó para el jueves.,La riunione è stata spostata a giovedì.,La riunione è stata rimandata a giovedì.,,,
11,bank:561,El proyecto fue aprobado por el directorio.,Il progetto è stato approvato dal consiglio di amministrazione.,,,,
11,bank:564,Ayer me quedé hasta las diez en la oficina.,Ieri sono rimasto in ufficio fino alle dieci.,Ieri sono rimasta in ufficio fino alle dieci.,,,
11,bank:568,Me costó mucho entenderlo.,Ho fatto fatica a capirlo.,Mi è costato molto capirlo.,,,
11,bank:569,La cena me salió cara.,La cena mi è costata cara.,La cena mi è costata tanto.,,,
11,bank:570,¿Cuánto te costó el pasaje?,Quanto ti è costato il biglietto?,,,,
11,bank:571,Durante la dictadura muchos intelectuales se exiliaron.,Durante la dittatura molti intellettuali sono andati in esilio.,Durante la dittatura molti intellettuali andarono in esilio.,,,
11,bank:573,Italia se unificó en 1861.,L'Italia è stata unificata nel 1861.,L'Italia si è unificata nel 1861. | L'Italia fu unificata nel 1861.,,,
11,bank:574,Garibaldi vivió un tiempo en Sudamérica.,Garibaldi ha vissuto per un periodo in Sudamerica.,Garibaldi visse per un periodo in Sudamerica. | Garibaldi ha vissuto per un periodo in America del Sud.,,,
11,bank:580,Calvino escribió muchos cuentos fantásticos.,Calvino ha scritto molti racconti fantastici.,Calvino scrisse molti racconti fantastici.,,,
11,bank:581,Me regalaron una novela de Elsa Morante.,Mi hanno regalato un romanzo di Elsa Morante.,,,,
11,bank:621,La carta fue enviada ayer.,La lettera è stata spedita ieri.,La lettera è stata inviata ieri.,,,
11,bank:637,Me pidió que no le dijera nada a nadie.,Mi ha chiesto di non dire niente a nessuno.,Mi ha chiesto di non dire nulla a nessuno.,,,
11,bank:658,El informe fue revisado por tres colegas.,Il rapporto è stato rivisto da tre colleghi.,Il rapporto è stato controllato da tre colleghi. | La relazione è stata rivista da tre colleghi.,,,
11,bank:659,La ley fue aprobada por amplia mayoría.,La legge è stata approvata a larga maggioranza.,La legge è stata approvata con un'ampia maggioranza. | La legge fu approvata a larga maggioranza.,,,
11,bank:664,Se publicaron dos nuevas traducciones de Dante.,Sono state pubblicate due nuove traduzioni di Dante.,Si sono pubblicate due nuove traduzioni di Dante.,,,
11,bank:665,"¿Le devolviste el libro a Paolo? Sí, se lo devolví ayer.","Hai restituito il libro a Paolo? Sì, gliel'ho restituito ieri.","Hai ridato il libro a Paolo? Sì, gliel'ho ridato ieri.",,,
11,bank:672,Nos las arreglamos para terminar a tiempo.,Siamo riusciti a finire in tempo.,Ce l'abbiamo fatta a finire in tempo. | Siamo riuscite a finire in tempo.,,,
11,bank:673,No pude dormir en toda la noche.,Non sono riuscito a dormire tutta la notte.,Non sono riuscita a dormire tutta la notte. | Non ho chiuso occhio tutta la notte. | Non ho potuto dormire tutta la notte.,,,
11,bank:674,Me costó adaptarme a la vida en Italia.,Ho fatto fatica ad abituarmi alla vita in Italia.,Ho fatto fatica ad adattarmi alla vita in Italia. | Mi è stato difficile abituarmi alla vita in Italia.,,,
11,bank:678,Nos dijeron que esperáramos afuera.,Ci hanno detto di aspettare fuori.,,,,
11,bank:693,Los partidos tradicionales perdieron mucho apoyo.,I partiti tradizionali hanno perso molto consenso.,I partiti tradizionali persero molto consenso. | I partiti tradizionali hanno perso molto sostegno. | I partiti tradizionali hanno perso molto appoggio.,,,
11,bank:694,La crisis económica afectó sobre todo a los jóvenes.,La crisi economica ha colpito soprattutto i giovani.,,,,
11,bank:695,El gobierno fue criticado por los sindicatos.,Il governo è stato criticato dai sindacati.,,,,
11,bank:721,"En cuanto me enteré, te llamé.","Appena l'ho saputo, ti ho chiamato.","Appena l'ho saputo, ti ho chiamata. | Non appena l'ho saputo, ti ho chiamato.",,,
11,bank:722,Así que al final no viniste.,Quindi alla fine non sei venuto.,Quindi alla fine non sei venuta. | Allora alla fine non sei venuto.,,,
11,bank:724,"De hecho, nadie lo leyó.",Infatti nessuno l'ha letto.,In effetti nessuno l'ha letto.,,,
11,bank:726,"En resumen, el proyecto fue un éxito.","Insomma, il progetto è stato un successo.","In sintesi, il progetto è stato un successo. | In breve, il progetto è stato un successo.",,,
11,bank:728,Fue un fracaso total.,È stato un fallimento totale.,È stato un fiasco totale.,,,
11,bank:734,Recibió una buena educación en la escuela pública.,Ha ricevuto una buona istruzione nella scuola pubblica.,,,,
11,bank:735,La propuesta fue rechazada.,La proposta è stata respinta.,La proposta è stata rifiutata. | La proposta fu respinta.,,,
11,bank:741,Me costó un ojo de la cara.,Mi è costato un occhio della testa.,,,,
11,bank:748,Me llevó a casa en auto.,Mi ha accompagnato a casa in macchina.,Mi ha accompagnata a casa in macchina. | Mi ha portato a casa in macchina.,,,
11,bank:754,"Durante siglos, Italia estuvo dividida.",Per secoli l'Italia è stata divisa.,Per secoli l'Italia fu divisa.,,,
11,bank:798,Tal vez haya sido un error confiar en él.,Forse è stato un errore fidarsi di lui.,Può darsi che sia stato un errore fidarsi di lui.,,,
11,bank:857,Lo hizo a propósito para que lo echaran.,L'ha fatto apposta per farsi licenziare.,L'ha fatto apposta perché lo licenziassero.,,,
11,bank:858,Quien lo haya leído sabrá de qué hablo.,Chi l'ha letto sa di cosa parlo.,Chi l'ha letto sa di che cosa parlo. | Chi l'abbia letto saprà di cosa parlo.,,,
12,bank:0,Me gusta la música italiana.,Mi piace la musica italiana.,,,,
12,bank:1,Me llamo Lucía y soy argentina.,Mi chiamo Lucia e sono argentina.,,,,
12,bank:12,Me gustan los libros de historia.,Mi piacciono i libri di storia.,,,,
12,bank:13,¿Te gusta el café?,Ti piace il caffè?,,,,
12,bank:132,Me interesa la sociología.,Mi interessa la sociologia.,,,,
12,bank:133,Me interesan los libros de Borges.,Mi interessano i libri di Borges.,,,,
12,bank:14,No me gusta levantarme temprano.,Non mi piace alzarmi presto.,,,,
12,bank:174,Me gusta caminar por la ciudad.,Mi piace camminare per la città.,Mi piace passeggiare per la città. | Mi piace girare per la città.,,,
12,bank:175,No me gustan las películas de terror.,Non mi piacciono i film dell'orrore.,Non mi piacciono i film horror.,,,
12,bank:178,¿A ustedes les gusta la ciudad?,Vi piace la città?,A voi piace la città?,,,
12,bank:2,¿Cómo te llamás?,Come ti chiami?,,,,
12,bank:226,Te llamo esta noche.,Ti chiamo stasera.,,,,
12,bank:253,"Estoy por salir, te llamo después.","Sto per uscire, ti chiamo dopo.","Sto per uscire, ti richiamo dopo.",,,
12,bank:288,Te extraño mucho.,Mi manchi molto.,Mi manchi tanto.,,,
12,bank:289,Extraño Buenos Aires.,Mi manca Buenos Aires.,,,,
12,bank:290,Extraño a mis amigos.,Mi mancano i miei amici.,,,,
12,bank:292,Me duelen los pies.,Mi fanno male i piedi.,,,,
12,bank:293,Me parece una buena idea.,Mi sembra una buona idea.,Mi pare una buona idea.,,,
12,bank:323,¿Me prestás tu lapicera?,Mi presti la tua penna?,,,,
12,bank:354,Hoy me siento mejor.,Oggi mi sento meglio.,Mi sento meglio oggi.,,,
12,bank:396,Acá se come muy bien.,Qui si mangia molto bene.,Qua si mangia molto bene.,,,
12,bank:398,En Suiza se habla italiano.,In Svizzera si parla italiano.,In Svizzera si parla l'italiano. | Si parla italiano in Svizzera.,,,
12,bank:399,Se venden departamentos en esta calle.,Si vendono appartamenti in questa strada.,In questa strada si vendono appartamenti. | Si vendono appartamenti in questa via.,,,
12,bank:436,Tengo miedo de que se enoje.,Ho paura che si arrabbi.,,,,
12,bank:446,"Si tengo tiempo, te llamo.","Se ho tempo, ti chiamo.",,,,
12,bank:465,No me importa lo que digan.,Non mi importa quello che dicono.,Non m'importa quello che dicono. | Non mi interessa quello che dicono. | Non mi importa quello che dicano.,,,
12,bank:47,Necesito una birome.,Mi serve una penna.,Ho bisogno di una penna.,,,
12,bank:480,Las reglas se respetan.,Le regole si rispettano.,Le regole vanno rispettate.,,,
12,bank:481,Acá no se puede fumar.,Qui non si può fumare.,Qua non si può fumare.,,,
12,bank:484,Se dice que el ministro va a renunciar.,Si dice che il ministro si dimetterà.,,,,
12,bank:507,Me da vergüenza hablar en público.,Mi vergogno a parlare in pubblico.,Mi vergogno di parlare in pubblico.,,,
12,bank:508,Me cae bien tu hermano.,Tuo fratello mi sta simpatico.,Mi sta simpatico tuo fratello.,,,
12,bank:512,Me hace falta un día libre.,Mi serve un giorno libero.,Ho bisogno di un giorno libero.,,,
12,bank:548,"Disculpe, ¿me puede ayudar?","Scusi, mi può aiutare?","Mi scusi, può aiutarmi? | Scusi, può aiutarmi?",,,
12,bank:584,"Si querés, te acompaño a la estación.","Se vuoi, ti accompagno alla stazione.","Se vuoi, ti accompagno in stazione.",,,
12,bank:610,¿Hace cuánto que se conocen?,Da quanto tempo vi conoscete?,Da quanto vi conoscete? | Da quanto tempo si conoscono? | Da quanto si conoscono?,,,
12,bank:614,Mis compañeros de trabajo se quejan de todo.,I miei colleghi si lamentano di tutto.,,,,
12,bank:615,Este barrio me recuerda a mi infancia.,Questo quartiere mi ricorda la mia infanzia.,,,,
12,bank:619,En esta empresa se trabaja mucho.,In quest'azienda si lavora molto.,In questa azienda si lavora molto. | In questa ditta si lavora tanto.,,,
12,bank:62,Me levanto a las siete.,Mi alzo alle sette.,,,,
12,bank:620,Se ven muchas bicicletas en Ferrara.,Si vedono molte biciclette a Ferrara.,A Ferrara si vedono molte biciclette.,,,
12,bank:626,Yo no me meto en política.,Io non mi occupo di politica.,Non mi immischio nella politica.,,,
12,bank:657,Es el único que me entiende.,È l'unico che mi capisce.,È l'unico che mi capisca.,,,
12,bank:66,Ella se viste rápido.,Lei si veste in fretta.,Si veste in fretta. | Lei si veste velocemente. | Si veste velocemente.,,,
12,bank:67,Estudio italiano porque me gusta.,Studio l'italiano perché mi piace.,Studio italiano perché mi piace.,,,
12,bank:733,Me molesta el ruido de la calle.,Mi dà fastidio il rumore della strada.,Il rumore della strada mi dà fastidio.,,,
12,bank:765,Lo que más me preocupa es la inflación.,Ciò che mi preoccupa di più è l'inflazione.,Quello che mi preoccupa di più è l'inflazione.,,,
12,bank:780,"Si te interesa, te paso el contacto.","Se ti interessa, ti passo il contatto.",,,,
12,bank:816,Se trata de un fenómeno que no conviene subestimar.,Si tratta di un fenomeno che non conviene sottovalutare.,,,,
12,bank:92,Me gusta el pan con manteca.,Mi piace il pane con il burro.,Mi piace il pane col burro.,,,
15,bank:242,Cuando era chico vivía en La Plata.,Quando ero piccolo abitavo a La Plata.,Quando ero piccolo vivevo a La Plata. | Da piccolo abitavo a La Plata.,,,
15,bank:243,De chica jugaba mucho en la calle.,Da piccola giocavo molto per strada.,Da piccola giocavo molto in strada. | Da bambina giocavo molto per strada.,,,
15,bank:244,Mi abuela siempre cocinaba los domingos.,Mia nonna cucinava sempre la domenica.,,,,
15,bank:245,Antes trabajaba en un banco.,Prima lavoravo in una banca.,,,,
15,bank:246,Hacía frío y llovía.,Faceva freddo e pioveva.,,,,
15,bank:247,"Mientras leía, sonó el teléfono.","Mentre leggevo, è squillato il telefono.","Mentre leggevo, ha squillato il telefono. | Mentre leggevo, ha suonato il telefono.",,,
15,bank:248,"Estaba cansada, así que me fui a dormir.","Ero stanca, quindi sono andata a dormire.","Ero stanca, così sono andata a dormire. | Ero stanca, quindi sono andata a letto.",,,
15,bank:249,Estábamos en la playa cuando empezó a llover.,Eravamo al mare quando ha cominciato a piovere.,Eravamo al mare quando è cominciato a piovere. | Eravamo al mare quando ha iniziato a piovere. | Eravamo in spiaggia quando ha cominciato a piovere.,,,
15,bank:255,Estaba por llamarte.,Stavo per chiamarti.,,,,
15,bank:310,No pude venir porque estaba enfermo.,Non sono potuto venire perché ero malato.,Non ho potuto venire perché ero malato. | Non sono potuto venire perché stavo male.,,,
15,bank:334,El helado estaba muy rico.,Il gelato era molto buono.,Il gelato era buonissimo.,,,
15,bank:367,"Antes fumaba, ahora no.","Prima fumavo, adesso no.","Prima fumavo, ora no.",,,
15,bank:368,De joven leía mucha poesía.,Da giovane leggevo molta poesia.,Da giovane leggevo tanta poesia.,,,
15,bank:369,Los romanos construían caminos por todo el imperio.,I romani costruivano strade in tutto l'impero.,,,,
15,bank:370,En la Edad Media pocas personas sabían leer.,Nel Medioevo poche persone sapevano leggere.,,,,
15,bank:371,La ciudad tenía murallas enormes.,La città aveva mura enormi.,La città aveva delle mura enormi.,,,
15,bank:372,Mi abuelo contaba historias de la guerra.,Mio nonno raccontava storie della guerra.,Mio nonno raccontava storie di guerra.,,,
15,bank:388,El colectivo estaba lleno de gente.,L'autobus era pieno di gente.,,,,
15,bank:389,Había mucha gente en la plaza.,C'era molta gente in piazza.,C'era tanta gente in piazza.,,,
15,bank:390,Había muchos turistas en el museo.,C'erano molti turisti al museo.,C'erano molti turisti nel museo. | C'erano tanti turisti al museo.,,,
15,bank:492,Hacía años que no venía a Roma.,Non venivo a Roma da anni.,Erano anni che non venivo a Roma.,,,
15,bank:495,Me preguntó si quería ir con él.,Mi ha chiesto se volevo andare con lui.,Mi ha chiesto se volessi andare con lui.,,,
15,bank:496,Dijo que estaba cansado.,Ha detto che era stanco.,,,,
15,bank:498,"Cuando era estudiante, trabajaba de mozo.","Quando ero studente, facevo il cameriere.","Quando ero studente, lavoravo come cameriere.",,,
15,bank:499,Estaba durmiendo cuando sonó el timbre.,Stavo dormendo quando ha suonato il campanello.,Stavo dormendo quando è suonato il campanello.,,,
15,bank:500,Conocí a mi mujer mientras vivía en Córdoba.,Ho conosciuto mia moglie mentre vivevo a Córdoba.,Ho conosciuto mia moglie mentre abitavo a Córdoba.,,,
15,bank:501,Ayer no fui a trabajar porque me sentía mal.,Ieri non sono andato a lavorare perché stavo male.,Ieri non sono andata a lavorare perché stavo male. | Ieri non sono andato al lavoro perché mi sentivo male.,,,
15,bank:549,"Pase, lo estábamos esperando.","Prego, entri, La stavamo aspettando.","Entri, La stavamo aspettando.",,,
15,bank:557,Renuncié porque no me pagaban bien.,Mi sono dimesso perché non mi pagavano bene.,Mi sono dimessa perché non mi pagavano bene. | Ho dato le dimissioni perché non mi pagavano bene.,,,
15,bank:565,Las cosas no salieron como esperábamos.,Le cose non sono andate come speravamo.,Le cose non sono andate come ci aspettavamo.,,,
15,bank:609,Me di cuenta de que había un error.,Mi sono reso conto che c'era un errore.,Mi sono resa conto che c'era un errore. | Mi sono accorto che c'era un errore.,,,
15,bank:692,La mafia se había infiltrado en la política.,La mafia si era infiltrata nella politica.,La mafia si era infiltrata in politica.,,,
15,bank:725,"Sin embargo, no todos estaban de acuerdo.","Tuttavia, non tutti erano d'accordo.",,,,
15,bank:751,Nadie se esperaba semejante resultado.,Nessuno si aspettava un risultato del genere.,Nessuno si aspettava un simile risultato.,,,
15,bank:763,Hacía horas que esperaba cuando por fin llegó.,Aspettavo da ore quando finalmente è arrivato.,Aspettavo da ore quando finalmente è arrivata.,,,
15,bank:764,Hacía mucho que no leía algo tan bueno.,Era da tanto che non leggevo qualcosa di così bello.,Non leggevo qualcosa di così bello da tanto tempo.,,,
15,bank:775,Nos enteramos de que la empresa había quebrado.,Abbiamo saputo che l'azienda era fallita.,Siamo venuti a sapere che l'azienda era fallita.,,,
15,bank:777,"Cuando llegamos, la película ya había empezado.","Quando siamo arrivati, il film era già cominciato.","Quando siamo arrivati, il film era già iniziato.",,,
15,bank:785,En los pueblos se vivía de la agricultura.,Nei paesi si viveva di agricoltura.,Nei paesi si viveva dell'agricoltura.,,,
15,bank:821,Estaba a punto de rendirme cuando recibí la noticia.,Stavo per arrendermi quando ho ricevuto la notizia.,Ero sul punto di arrendermi quando ho ricevuto la notizia.,,,
15,bank:822,Estuve a punto de perder el avión.,Stavo per perdere l'aereo.,Per poco non perdevo l'aereo. | Ho rischiato di perdere l'aereo.,,,
15,bank:842,Ahí se jugaba el destino de la nación.,Lì si giocava il destino della nazione.,Lì si decideva il destino della nazione.,,,
16,bank:211,Me desperté a las seis.,Mi sono svegliato alle sei.,Mi sono svegliata alle sei.,,,
16,bank:212,Ella se casó el año pasado.,Si è sposata l'anno scorso.,Lei si è sposata l'anno scorso.,,,
16,bank:297,Se me hizo tarde.,Si è fatto tardi.,,,,
16,bank:353,Se enojó conmigo.,Si è arrabbiato con me.,Si è arrabbiata con me.,,,
16,bank:355,¿Te acordaste de comprar pan?,Ti sei ricordato di comprare il pane?,Ti sei ricordata di comprare il pane?,,,
16,bank:356,Me puse la campera porque hacía frío.,Mi sono messo la giacca perché faceva freddo.,Mi sono messa la giacca perché faceva freddo. | Ho messo la giacca perché faceva freddo.,,,
16,bank:362,La computadora se rompió otra vez.,Il computer si è rotto di nuovo.,Il computer si è rotto un'altra volta. | Il computer si è rotto ancora.,,,
16,bank:377,Mis padres se conocieron en Rosario.,I miei genitori si sono conosciuti a Rosario.,,,,
16,bank:516,Se me olvidó tu cumpleaños.,Mi sono dimenticato del tuo compleanno.,Mi sono dimenticata del tuo compleanno. | Ho dimenticato il tuo compleanno.,,,
16,bank:533,Me mudé a Roma para estar más cerca de mi familia.,Mi sono trasferito a Roma per stare più vicino alla mia famiglia.,Mi sono trasferita a Roma per stare più vicina alla mia famiglia.,,,
16,bank:553,Me recibí de abogado en 2015.,Mi sono laureato in Giurisprudenza nel 2015.,Mi sono laureato in Legge nel 2015.,,,
16,bank:554,Mi hermana se recibió de médica.,Mia sorella si è laureata in Medicina.,,,,
16,bank:613,Me mudé hace poco y todavía no conozco a nadie.,Mi sono trasferito da poco e non conosco ancora nessuno.,Mi sono trasferita da poco e non conosco ancora nessuno.,,,
16,bank:730,Me sentí muy avergonzado.,Mi sono sentito molto in imbarazzo.,Mi sono sentito molto imbarazzato. | Mi sono vergognato molto.,,,
16,bank:762,"Desde que me mudé, duermo mejor.","Da quando mi sono trasferito, dormo meglio.","Da quando mi sono trasferita, dormo meglio.",,,
16,bank:815,Rara vez se ha escrito con tanta lucidez sobre el poder.,Raramente si è scritto con tanta lucidità sul potere.,Di rado si è scritto con tanta lucidità sul potere.,,,
19,bank:236,Mañana voy a ir a Roma.,Domani andrò a Roma.,Domani vado a Roma.,,,
19,bank:237,El año que viene voy a estudiar filosofía.,L'anno prossimo studierò filosofia.,L'anno prossimo studierò la filosofia. | L'anno prossimo studio filosofia.,,,
19,bank:238,¿Vas a venir a la fiesta?,Verrai alla festa?,Vieni alla festa?,,,
19,bank:239,Te voy a llamar cuando llegue.,Ti chiamerò quando arriverò.,Ti chiamo quando arrivo. | Ti chiamerò quando arrivo.,,,
19,bank:241,¿Dónde está Pablo? Estará en la oficina.,Dov'è Pablo? Sarà in ufficio.,,,,
19,bank:343,Este fin de semana voy a descansar.,Questo fine settimana mi riposerò.,Questo fine settimana mi riposo. | Questo weekend mi riposerò. | Questo fine settimana riposerò. | Questo fine settimana riposo.,,,
19,bank:550,"Volvé pronto, te vamos a extrañar.","Torna presto, ci mancherai.","Torna presto, ci mancherai tanto.",,,
19,bank:585,"Si no estudiás, no vas a aprobar.","Se non studi, non passerai l'esame.","Se non studi, non supererai l'esame.",,,
19,bank:589,"Cuando tenga tiempo, voy a leer ese libro.","Quando avrò tempo, leggerò quel libro.","Quando ho tempo, leggerò quel libro. | Quando ho tempo, leggo quel libro.",,,
19,bank:590,"Cuando hayas terminado, avisame.","Quando avrai finito, avvisami.","Quando hai finito, avvisami.",,,
19,bank:591,Habrá unas cincuenta personas.,Ci saranno una cinquantina di persone.,Ci saranno circa cinquanta persone.,,,
19,bank:592,¿Qué hora será?,Che ore saranno?,,,,
19,bank:593,Habrá perdido el tren.,Avrà perso il treno.,,,,
19,bank:594,Dentro de diez años todo será distinto.,Tra dieci anni tutto sarà diverso.,Fra dieci anni tutto sarà diverso.,,,
19,bank:786,"Por mucho que se esfuerce, nunca estará satisfecho.","Per quanto si sforzi, non sarà mai soddisfatto.",,,,
19,bank:819,Vaya uno a saber qué habrá pensado.,Chissà cosa avrà pensato.,Chissà che cosa avrà pensato.,,,
19,bank:832,"Llueva o no llueva, vamos a salir.","Che piova o no, usciremo.","Che piova o meno, usciremo.",,,
20,bank:31,"Quiero un café con leche, por favor.","Vorrei un caffellatte, per favore.","Voglio un caffellatte, per favore. | Vorrei un caffè latte, per favore. | Vorrei un caffelatte, per favore.",,,
20,bank:400,Me gustaría ir a Roma.,Mi piacerebbe andare a Roma.,,,,
20,bank:401,¿Podrías ayudarme con esto?,Potresti aiutarmi con questo?,Mi potresti aiutare con questo?,,,
20,bank:438,"Iría con gusto, pero tengo que trabajar.","Ci andrei volentieri, ma devo lavorare.","Ci andrei volentieri, però devo lavorare. | Andrei volentieri, ma devo lavorare.",,,
20,bank:439,¿Qué harías en mi lugar?,Cosa faresti al posto mio?,Cosa faresti al mio posto? | Che faresti al posto mio? | Che cosa faresti al mio posto?,,,
20,bank:441,Deberías descansar más.,Dovresti riposare di più.,Dovresti riposarti di più.,,,
20,bank:442,Me gustaría vivir en Bolonia.,Mi piacerebbe vivere a Bologna.,Mi piacerebbe abitare a Bologna.,,,
20,bank:595,Me encantaría conocer Sicilia.,Mi piacerebbe tantissimo visitare la Sicilia.,Mi piacerebbe molto conoscere la Sicilia. | Mi piacerebbe tanto visitare la Sicilia. | Mi piacerebbe tanto conoscere la Sicilia. | Mi piacerebbe tantissimo conoscere la Sicilia. | Mi piacerebbe molto visitare la Sicilia.,,,
20,bank:598,Yo no diría eso en la reunión.,Io non direi questo alla riunione.,Non direi questo alla riunione. | Io non lo direi alla riunione.,,,
20,bank:679,El ministro afirmó que no iba a renunciar.,Il ministro ha affermato che non si sarebbe dimesso.,Il ministro affermò che non si sarebbe dimesso.,,,
20,bank:850,"No quisiera parecer descortés, pero debo irme.","Non vorrei sembrare scortese, ma devo andare.","Non vorrei sembrare scortese, ma devo andarmene.",,,
21,bank:283,¿Cuántos hermanos tenés? Tengo dos.,Quanti fratelli hai? Ne ho due.,,,,
21,bank:284,Compré manzanas: ¿querés una?,Ho comprato delle mele: ne vuoi una?,Ho comprato le mele: ne vuoi una?,,,
21,bank:285,"¿Hablaron del proyecto? Sí, hablamos mucho.","Avete parlato del progetto? Sì, ne abbiamo parlato molto.","Avete parlato del progetto? Sì, ne abbiamo parlato tanto.",,,
21,bank:466,¿Cuántas páginas leíste? Leí cincuenta.,Quante pagine hai letto? Ne ho lette cinquanta.,,,,
21,bank:467,"Tomé demasiado café, no quiero más.","Ho bevuto troppo caffè, non ne voglio più.","Ho preso troppo caffè, non ne voglio più.",,,
21,bank:510,No tengo ni idea.,Non ne ho idea.,Non ho idea.,,,
21,bank:577,Muchos jóvenes se van del país.,Molti giovani se ne vanno dal paese.,Molti giovani lasciano il paese.,,,
21,bank:604,Hace falta que alguien se ocupe del tema.,Bisogna che qualcuno se ne occupi.,Bisogna che qualcuno si occupi della questione.,,,
21,bank:645,Sería mejor que lo discutiéramos en persona.,Sarebbe meglio che ne discutessimo di persona.,Sarebbe meglio discuterne di persona.,,,
21,bank:700,"Por lo que sé, la reunión se suspendió.","Per quanto ne so, la riunione è stata annullata.","Che io sappia, la riunione è stata annullata. | Per quanto ne so, la riunione è stata sospesa.",,,
21,bank:705,Aprovecho para agradecerles a todos.,Ne approfitto per ringraziare tutti.,Colgo l'occasione per ringraziare tutti.,,,
22,bank:452,Te lo doy mañana.,Te lo do domani.,Domani te lo do.,,,
22,bank:453,¿Me lo podés explicar?,Me lo puoi spiegare?,Puoi spiegarmelo?,,,
22,bank:457,¿Las fotos? Te las mando esta tarde.,Le foto? Te le mando oggi pomeriggio.,Le foto? Te le mando questo pomeriggio.,,,
22,bank:459,"Bueno, me voy a casa.","Beh, me ne vado a casa.","Bene, me ne vado a casa. | Allora, vado a casa.",,,
22,bank:461,"¿Te acordás de él? Sí, me acuerdo.","Ti ricordi di lui? Sì, me ne ricordo.","Ti ricordi di lui? Sì, mi ricordo.",,,
22,bank:463,Ya no puedo más.,Non ce la faccio più.,,,,
22,bank:521,Estaba por irme cuando llamaste.,Stavo per andarmene quando hai chiamato.,Stavo per andare via quando hai chiamato.,,,
22,bank:543,"Decíselo vos, que lo conocés mejor.","Diglielo tu, che lo conosci meglio.",,,,
22,bank:546,"Si ya lo leíste, dámelo.","Se l'hai già letto, dammelo.",,,,
22,bank:666,"¿Le mandaste las fotos a tu madre? Sí, ya se las mandé.","Hai mandato le foto a tua madre? Sì, gliele ho già mandate.",,,,
22,bank:668,No te lo voy a repetir.,Non te lo ripeterò.,Non te lo ripeto.,,,
22,bank:669,"No te preocupes, me las arreglo solo.","Non preoccuparti, me la cavo da solo.","Non ti preoccupare, me la cavo da solo.",,,
22,bank:776,"Por mucho que me lo expliques, no lo entiendo.","Per quanto tu me lo spieghi, non lo capisco.","Per quanto me lo spieghi, non lo capisco.",,,
22,bank:818,Se lo reprocharon durante años.,Glielo rinfacciarono per anni.,Gliel'hanno rinfacciato per anni.,,,
23,bank:262,Roma es más grande que Florencia.,Roma è più grande di Firenze.,,,,
23,bank:263,Mi hermano es más alto que yo.,Mio fratello è più alto di me.,,,,
23,bank:264,Es más fácil leer que escribir.,È più facile leggere che scrivere.,,,,
23,bank:265,Tengo más libros que discos.,Ho più libri che dischi.,,,,
23,bank:268,Es el libro más lindo que leí.,È il libro più bello che ho letto.,È il libro più bello che abbia letto. | È il libro più bello che abbia mai letto.,,,
23,bank:269,Matera es una de las ciudades más antiguas del mundo.,Matera è una delle città più antiche del mondo.,,,,
23,bank:402,Mi hermano es menor que yo.,Mio fratello è più piccolo di me.,Mio fratello è più giovane di me. | Mio fratello è minore di me.,,,
23,bank:523,Más de mil personas vinieron a la marcha.,Più di mille persone sono venute alla manifestazione.,Più di mille persone sono venute al corteo.,,,
23,bank:524,Este año trabajé más que nunca.,Quest'anno ho lavorato più che mai.,,,,
23,bank:527,Hoy hace menos frío que ayer.,Oggi fa meno freddo di ieri.,,,,
